,HeadLine,Sentiment,Date,URL
0,Defensive Value: The Safety Trade Of 2022,0,2022-05-09T20:45:56-04:00,https://seekingalpha.com/article/4509288-defensive-value-safety-trade-of-2022
1,"La Nina, Tulips, Natural Gas And Grains",0,2022-05-09T19:07:44-04:00,https://seekingalpha.com/article/4509263-la-nina-tulips-natural-gas-and-grains
2,Redfin's Q1: The Beautiful Hype And The Ugly Numbers,-1,2022-05-09T18:07:46-04:00,https://seekingalpha.com/article/4509248-redfin-q1-beautiful-hype-ugly-numbers
3,How To Make The U.S. Strong: Support The Strong Dollar,1,2022-05-09T17:51:07-04:00,https://seekingalpha.com/article/4509243-how-to-make-the-us-strong-support-the-strong-dollar
4,"With The S&P 500 Plunging, Should You Go To Cash?",-1,2022-05-09T17:26:17-04:00,https://seekingalpha.com/article/4509235-with-the-s-and-p-500-plunging-should-you-go-to-cash
5,STAG Is Starting To Look Like An Industrial REIT,0,2022-05-09T16:07:20-04:00,https://seekingalpha.com/article/4509204-stag-is-starting-to-look-like-an-industrial-reit
6,A Rebalancing Act To Reduce Risk,0,2022-05-09T14:45:00-04:00,https://www.blackrock.com/corporate/literature/market-commentary/weekly-investment-commentary-en-us-20220509-a-rebalancing-act-to-reduce-risk.pdf
7,"Argo Blockchain Expanding, But Lacks Mindshare In U.S. Market",1,2022-05-09T14:44:08-04:00,https://seekingalpha.com/article/4509172-argo-blockchain-expanding-lacks-mindshare-us-market
8,Inflation-Fighting Properties,0,2022-05-09T14:38:00-04:00,https://seekingalpha.com/article/4509169-inflation-fighting-properties
9,"Portsmouth Square: Small, Overlooked, And Cheap",-1,2022-05-09T14:21:44-04:00,https://seekingalpha.com/article/4509159-portsmouth-square-small-overlooked-cheap
10,The Stock Market: Volatility To Continue,-1,2022-05-09T13:42:35-04:00,https://seekingalpha.com/article/4509129-the-stock-market-volatility-to-continue
11,Weekly Market Pulse: Fat Pitch?,0,2022-05-09T12:56:00-04:00,https://seekingalpha.com/article/4509111-weekly-market-pulse-fat-pitch
12,The Drop Was Epic - But The Bear Market Is Just Starting,-1,2022-05-09T12:44:32-04:00,https://seekingalpha.com/article/4509106-bear-market-is-just-starting
13,Forensic Analysis Of Fed Action On Silver Price,0,2022-05-09T12:30:00-04:00,https://seekingalpha.com/article/4509116-forensic-analysis-fed-action-silver-price
14,Haven't Found Bottom Yet! Investments And Military Win By Committing Reserves Successfully - Weekly Blog # 732,0,2022-05-09T11:30:00-04:00,https://seekingalpha.com/article/4509087-not-found-bottom-committing-reserves-successfully-weekly-blog-732
15,"Housing Market Big Picture: Rates Rise, Sales Downturn, Price Peak, Inventory Rise",-1,2022-05-09T11:28:48-04:00,https://seekingalpha.com/article/4509056-housing-market-big-picture-rates-rise-sales-downturn-price-peak-inventory-rise
16,"New Week Same Refrain: Stocks Down, Yields Up, Stronger Greenback",-1,2022-05-09T10:30:00-04:00,https://seekingalpha.com/article/4509051-stocks-down-yields-up-stronger-greenback
17,Jones Lang LaSalle Incorporated 2022 Q1 - Results - Earnings Call Presentation,0,2022-05-09T10:04:25-04:00,https://seekingalpha.com/article/4509044-jones-lang-lasalle-incorporated-2022-q1-results-earnings-call-presentation
18,The Week Ahead - Recession Or Soft Landing,-1,2022-05-09T08:30:00-04:00,https://seekingalpha.com/article/4508983-the-week-ahead-recession-or-soft-landing
19,W.P. Carey: A REIT Built To Last For Decades And Decades,1,2022-05-09T07:00:00-04:00,https://seekingalpha.com/article/4508913-wp-carey-built-to-last-for-decades
20,Inflation Or Recession,-1,2022-05-09T06:22:37-04:00,https://seekingalpha.com/article/4508930-inflation-or-recession
21,Precious Metals Royalty And Streaming Companies: The April Report,-1,2022-05-09T05:57:44-04:00,https://seekingalpha.com/article/4508923-precious-metals-royalty-and-streaming-companies-the-april-report
22,CatchMark Timber: Recovering From A Gut Punch,-1,2022-05-09T05:10:46-04:00,https://seekingalpha.com/article/4508915-catchmark-timber-recovering-from-gut-punch
23,Inflation Mosaic,-1,2022-05-09T04:33:08-04:00,https://seekingalpha.com/article/4508910-inflation-mosaic
24,National Retail Properties: Be Greedy When Others Are Fearful,1,2022-05-09T02:29:54-04:00,https://seekingalpha.com/article/4508896-national-retail-properties-stock-attractive-valuation-after-recent-selloff
25,Party Over?,1,2022-05-09T01:15:00-04:00,https://seekingalpha.com/article/4508891-party-over
