,HeadLine,Sentiment,Date,URL
0,U.S. housing affordability nears record low as mortgage rates keep climbing: Black knight,-1,2022-05-02T00:01:00-04:00,https://seekingalpha.com/news/3829693-us-housing-affordability-nears-record-low-as-mortgage-rates-keep-climbing-black-knight
1,Chart talk: How the retail investing tilt to small-cap stocks could pay off,1,2022-04-29T12:40:23-04:00,https://seekingalpha.com/news/3829551-how-the-retail-investing-tilt-to-small-cap-stocks-could-pay-off
2,"Consumer sentiment slips in April, with expectations dimming",-1,2022-04-29T10:02:10-04:00,https://seekingalpha.com/news/3829442-consumer-sentiment-slips-in-april-with-expectations-dimming
3,April Chicago PMI comes lower than consensus and lower M/M,1,2022-04-29T09:48:57-04:00,https://seekingalpha.com/news/3829432-april-chicago-pmi-comes-lower-than-consensus-and-lower-mm
4,"Personal income, spending climb more than expected in March",-1,2022-04-29T08:31:59-04:00,https://seekingalpha.com/news/3829356-personal-income-spending-climb-more-than-expected-in-march
5,"Employment Cost Index gains 1.4% in Q1, exceeding consensus",-1,2022-04-29T08:30:37-04:00,https://seekingalpha.com/news/3829353-employment-cost-index-gains-14-in-q1-exceeding-consensus
6,Kansas City Fed composite index +25 in April,1,2022-04-28T11:04:53-04:00,https://seekingalpha.com/news/3828687-kansas-city-fed-composite-index-25-in-april
7,US natural gas inventory builds slightly above estimates,0,2022-04-28T10:30:24-04:00,https://seekingalpha.com/news/3828673-us-natural-gas-inventory
8,Mortgage rates sustain their 5% levels thus impacting purchase demand,-1,2022-04-28T10:24:50-04:00,https://seekingalpha.com/news/3828669-mortgage-rates-sustain-their-5-levels-thus-impacting-purchase-demand
9,GDP unexpectedly falls in Q1 as inflation continues to rise,-1,2022-04-28T08:32:01-04:00,https://seekingalpha.com/news/3828562-gdp-unexpectedly-falls-in-q1-inflation-continues-to-rise
10,Jobless claims down 5K to 180K,1,2022-04-28T08:30:49-04:00,https://seekingalpha.com/news/3828556-jobless-claims-down-5k-to-180k
11,U.S. homebuilders urge White House to address housing affordability woes,-1,2022-04-27T15:32:34-04:00,https://seekingalpha.com/news/3827917-us-homebuilders-urge-white-house-to-address-housing-affordability-woes
12,"US weekly rail traffic shows sequential improvement, down 7.4% Y/Y",-1,2022-04-27T15:25:41-04:00,https://seekingalpha.com/news/3827914-us-weekly-rail-traffic-shows-sequential-improvement-down-74-yy
13,"Bank of America sees three straight 50-bp rate hikes, doesn't see recession: CEO",-1,2022-04-27T12:03:05-04:00,https://seekingalpha.com/news/3827697-bank-of-america-sees-three-straight-50-bp-rate-hikes-doesnt-see-recession-ceo
14,Investor confidence extends decline in April,-1,2022-04-27T11:18:46-04:00,https://seekingalpha.com/news/3827673-investor-confidence-extends-decline-in-april
15,EIA inventory report - Crude inventory builds less than estimates,0,2022-04-27T10:30:52-04:00,https://seekingalpha.com/news/3827645-eia-inventory-report
16,Pending home sales' dip continues in March as mortgage rates climb,-1,2022-04-27T10:00:46-04:00,https://seekingalpha.com/news/3827632-pending-home-sales-dip-continues-in-march
17,Retail Inventories up 2% in March,1,2022-04-27T08:33:11-04:00,https://seekingalpha.com/news/3827552-retail-inventories-up-2-in-march
18,Wholesale inventories climb more than expected in March,1,2022-04-27T08:32:15-04:00,https://seekingalpha.com/news/3827551-wholesale-inventories-climb-more-than-expected-in-march
19,International goods trade deficit widens more than expected,1,2022-04-27T08:30:59-04:00,https://seekingalpha.com/news/3827546-international-goods-trade-deficit-widens-more-than-expected
20,MBA Mortgage Applications drop further,-1,2022-04-27T07:05:46-04:00,https://seekingalpha.com/news/3827445-mba-mortgage-applications-drop-further
21,Senate confirms Lael Brainard for Federal Reserve vice chair,0,2022-04-26T17:22:44-04:00,https://seekingalpha.com/news/3827275-senate-confirms-lael-brainard-for-federal-reserve-vice-chair
22,"Richmond Fed survey +14 in April, expansion continues M/M",-1,2022-04-26T10:02:59-04:00,https://seekingalpha.com/news/3826811-richmond-fed-survey-14-in-april
23,"Consumer confidence under pressure in April, expectations index still weak",-1,2022-04-26T10:02:45-04:00,https://seekingalpha.com/news/3826810-consumer-confidence-edges-down-in-april-but-expectations-increases-a-bit
24,New home sales slide below expectations in March,1,2022-04-26T10:02:05-04:00,https://seekingalpha.com/news/3826808-new-home-sales-slides-below-expectations-in-march
