,HeadLine,Sentiment,Date,URL
0,Chicago Fed National Activity Index rises slightly more than expected,-1,2022-04-25T08:32:47-04:00,https://seekingalpha.com/news/3826124-chicago-fed-national-activity-index-rises-slightly-more-than-expected
1,U.S. mortgage delinquency rate drops to record low in March: Black Knight,-1,2022-04-25T00:01:00-04:00,https://seekingalpha.com/news/3825971-us-mortgage-delinquency-rate-drops-to-record-low-in-march-black-knight
2,Goldman Sachs says steer clear of pure growth or pure value,0,2022-04-24T12:18:29-04:00,https://seekingalpha.com/news/3826007-goldman-sachs-says-steer-clear-of-pure-growth-or-pure-value
3,"Simon Property, Brookfield said to express interest in Kohl's",-1,2022-04-22T09:54:26-04:00,https://seekingalpha.com/news/3825784-simon-properties-brookfield-said-to-express-interest-in-kohls
4,U.S. PMI composite flash signals composite index well below consensus,-1,2022-04-22T09:46:24-04:00,https://seekingalpha.com/news/3825786-us-pmi-composite-flash
5,Fed will hike rates by 75 basis points in June and July - Nomura,1,2022-04-22T04:53:50-04:00,https://seekingalpha.com/news/3825640-fed-will-hike-rates-by-75-basis-points-in-june-and-july
6,Fed's Bullard: Fed isn't as far behind the curve as you think we are,1,2022-04-21T13:30:27-04:00,https://seekingalpha.com/news/3825440-feds-bullard-fed-isnt-as-far-behind-the-curve-as-you-think-we-are
7,Federal Reserve's Powell: Faster removal of policy accommodation is appropriate,0,2022-04-21T13:28:08-04:00,https://seekingalpha.com/news/3825439-federal-reserves-powell-faster-removal-of-policy-accommodation-is-appropriate
8,Chicago Fed President Charles Evans to retire in early 2023,0,2022-04-21T12:28:28-04:00,https://seekingalpha.com/news/3825414-chicago-fed-president-charles-evans-to-retire-in-early-2023
9,"Janet Yellen discusses insecure supply chain, financing for Ukraine at briefing",0,2022-04-21T12:03:58-04:00,https://seekingalpha.com/news/3825392-janet-yellen-discusses-insecure-supply-chain-financing-for-ukraine-at-briefing
,,-1,,
