,HeadLine,Sentiment,Date,URL
0,Atlanta Fed's Bostic sees no need to make 75 basis point hike,1,2022-05-09T08:48:20-04:00,https://seekingalpha.com/news/3834943-atlanta-feds-bostic-sees-no-need-to-make-75-basis-point-hike
1,Dollar hits highest level since 2002; here are five big impacts,1,2022-05-09T07:49:10-04:00,https://seekingalpha.com/news/3834829-dollar-hits-highest-level-since-2002-here-are-five-big-impacts
2,Rate lock volumes plunged in April as mortgage rates keep climbing,-1,2022-05-09T00:01:00-04:00,https://seekingalpha.com/news/3834674-rate-lock-volumes-plunged-in-april-as-mortgage-rates-keep-climbing
3,Apartment REITs saw a drop last month amid April national multifamily rent growth trends showing slowdown,-1,2022-05-07T11:07:00-04:00,https://seekingalpha.com/news/3834535-apartment-reits-saw-a-drop-last-month-amid-april-national-multifamily-rent-growth-trends-showing-slowdown
4,Appaloosa's David Tepper: `Central banks have a little bit of a credibility problem',-1,2022-05-06T16:22:45-04:00,https://seekingalpha.com/news/3834643-appaloosas-david-tepper-central-bans-have-a-little-bit-of-credibility-problem
5,Consumer credit expands well above expectations in March,1,2022-05-06T15:02:50-04:00,https://seekingalpha.com/news/3834551-consumer-credit-expands-well-above-expectations-in-march
6,"Fed's Kashkari says 'we are close to neutral,' while Powell assures opposite",1,2022-05-06T11:30:10-04:00,https://seekingalpha.com/news/3834358-feds-kashkari-says-we-are-close-to-neutral-while-powell-assures-opposite
7,Galaxy Digital's Mike Novogratz:`We are not going to get a soft landing',-1,2022-05-06T09:59:35-04:00,https://seekingalpha.com/news/3834312-galaxy-digitals-mike-novogratz-we-are-not-going-to-get-a-soft-landing
8,"U.S. economy adds a healthy 428K jobs in April, unemployment rate stays at 3.6%",-1,2022-05-06T08:31:29-04:00,https://seekingalpha.com/news/3834260-us-economy-adds-428k-jobs-in-april-unemployment-rate-stays-at-36
9,"Job growth expected to moderate in April, but still show strong labor market",-1,2022-05-05T16:00:01-04:00,https://seekingalpha.com/news/3833617-number-of-jobs-expected-to-moderate-in-april-but-show-strong-labor-market
