,HeadLine,Sentiment,Date,URL
0,"Stocks should rally this week, reverse last week's losses - J.P. Morgan's Kolanovic",-1,2022-04-25T13:28:43-04:00,https://seekingalpha.com/news/3826267-stocks-should-rally-this-week-reverse-last-weeks-losses-kolanovic
1,"Home offers facing competition ease in March, first dip in six months, Redfin says",-1,2022-04-25T12:33:19-04:00,https://seekingalpha.com/news/3826258-home-offers-facing-competition-ease-in-march-first-dip-in-six-months-redfin-says
2,Dallas Fed Manufacturing Survey expands at slower rate in April,1,2022-04-25T10:32:43-04:00,https://seekingalpha.com/news/3826208-dallas-fed-manufacturing-survey-expands-at-slower-rate-in-april
3,Chicago Fed National Activity Index rises slightly more than expected,-1,2022-04-25T08:32:47-04:00,https://seekingalpha.com/news/3826124-chicago-fed-national-activity-index-rises-slightly-more-than-expected
4,U.S. mortgage delinquency rate drops to record low in March: Black Knight,-1,2022-04-25T00:01:00-04:00,https://seekingalpha.com/news/3825971-us-mortgage-delinquency-rate-drops-to-record-low-in-march-black-knight
5,Goldman Sachs says steer clear of pure growth or pure value,0,2022-04-24T12:18:29-04:00,https://seekingalpha.com/news/3826007-goldman-sachs-says-steer-clear-of-pure-growth-or-pure-value
6,"Simon Property, Brookfield said to express interest in Kohl's",-1,2022-04-22T09:54:26-04:00,https://seekingalpha.com/news/3825784-simon-properties-brookfield-said-to-express-interest-in-kohls
7,U.S. PMI composite flash signals composite index well below consensus,-1,2022-04-22T09:46:24-04:00,https://seekingalpha.com/news/3825786-us-pmi-composite-flash
8,Fed will hike rates by 75 basis points in June and July - Nomura,1,2022-04-22T04:53:50-04:00,https://seekingalpha.com/news/3825640-fed-will-hike-rates-by-75-basis-points-in-june-and-july
9,Fed's Bullard: Fed isn't as far behind the curve as you think we are,1,2022-04-21T13:30:27-04:00,https://seekingalpha.com/news/3825440-feds-bullard-fed-isnt-as-far-behind-the-curve-as-you-think-we-are
10,Federal Reserve's Powell: Faster removal of policy accommodation is appropriate,0,2022-04-21T13:28:08-04:00,https://seekingalpha.com/news/3825439-federal-reserves-powell-faster-removal-of-policy-accommodation-is-appropriate
11,Chicago Fed President Charles Evans to retire in early 2023,0,2022-04-21T12:28:28-04:00,https://seekingalpha.com/news/3825414-chicago-fed-president-charles-evans-to-retire-in-early-2023
12,"Janet Yellen discusses insecure supply chain, financing for Ukraine at briefing",0,2022-04-21T12:03:58-04:00,https://seekingalpha.com/news/3825392-janet-yellen-discusses-insecure-supply-chain-financing-for-ukraine-at-briefing
13,US natural gas inventory builds higher than expected,0,2022-04-21T10:30:40-04:00,https://seekingalpha.com/news/3825360-us-natural-gas-inventory
14,"Mortgage rates at 5.1%, its seventh consecutive week of increase",-1,2022-04-21T10:16:59-04:00,https://seekingalpha.com/news/3825352-mortgage-rates-at-51-its-seventh-consecutive-week-of-increase
15,"Leading indicators rise as expected in March, signaling continued growth",-1,2022-04-21T10:03:10-04:00,https://seekingalpha.com/news/3825343-leading-indicators-rise-as-expected-in-march-signaling-continued-growth
16,Philly Fed Outlook +17.6 in April,-1,2022-04-21T08:34:09-04:00,https://seekingalpha.com/news/3825253-philly-fed-outlook-176-in-april
17,Jobless claims down 2K to 184K,-1,2022-04-21T08:30:38-04:00,https://seekingalpha.com/news/3825249-jobless-claims-down-2k-to-184k
18,"Fannie Mae predicts 'modest' U.S. recession in 2023, as Fed fights inflation",-1,2022-04-20T16:00:07-04:00,https://seekingalpha.com/news/3824928-fannie-mae-predicts-modest-us-recession-in-2023-as-fed-fights-inflation
19,US weekly rail traffic declines 8.1% Y/Y as grain and metals volume slide double digits,-1,2022-04-20T15:57:27-04:00,https://seekingalpha.com/news/3824927-us-weekly-rail-traffic-declines-81-yy-as-grain-and-metals-volume-slide-double-digits
20,"U.S. economic activity expands at 'moderate' rate, Fed's Beige Book says",-1,2022-04-20T14:45:42-04:00,https://seekingalpha.com/news/3824906-us-economic-activity-expands-at-moderate-rate-feds-beige-book
21,"Atlanta Fed's Bostic sees healthcare, education as keys to supporting labor force",0,2022-04-20T14:37:44-04:00,https://seekingalpha.com/news/3824900-atlanta-feds-bostic-sees-healthcare-educations-as-key-to-supporting-labor-force
22,Fed's Daly says its 'prudent' to hike policy rate to 2.5% by year end,1,2022-04-20T11:58:00-04:00,https://seekingalpha.com/news/3824804-feds-daly-says-its-prudent-to-hike-policy-rate-to-25-by-year-end
23,Chicago Fed's Charles Evans is open to 50 bps rate hike in May,0,2022-04-20T11:09:22-04:00,https://seekingalpha.com/news/3824785-chicago-feds-charles-evans-is-open-to-50-bps-rate-hike-in-may
24,Bank of America picks Standard Chartered to handle business in Saudi Arabia: Bloomberg,1,2022-04-20T10:59:09-04:00,https://seekingalpha.com/news/3824781-bank-of-america-picks-standard-chartered-to-handle-business-in-saudi-arabia-bloomberg
