,HeadLine,Sentiment,Date,URL
0,"Yield Curve Inversion: The End Is Near, Or Is It?",-1,2022-04-01T19:07:57-04:00,https://seekingalpha.com/article/4499358-yield-curve-inversion-the-end-is-near-or-is-it
1,"Buy The Ethereum Merge Rumors: Supply Peak, Staking Revolution, Double-Wide Regulatory Moat",1,2022-04-01T19:00:51-04:00,https://seekingalpha.com/article/4499356-buy-ethereum-merge-rumors
2,Energy Dominates: 1st Quarter In Review,-1,2022-04-01T17:14:02-04:00,https://seekingalpha.com/article/4499344-energy-dominates-1st-quarter-in-review
3,Perfect Storm For The Dollar,-1,2022-04-01T16:13:00-04:00,https://seekingalpha.com/article/4499330-perfect-storm-for-the-dollar
4,What If The U.S. Yield Curve Inverts?,0,2022-04-01T15:47:00-04:00,https://seekingalpha.com/article/4499326-what-if-us-yield-curve-inverts
5,China Growth - Withering Greenshoots?,-1,2022-04-01T14:48:00-04:00,https://seekingalpha.com/article/4499304-china-growth-withering-greenshoots
6,"Ignore Jobs, Buy Bonds",-1,2022-04-01T14:36:26-04:00,https://seekingalpha.com/article/4499303-ignore-jobs-buy-bonds
7,Macerich: Increased Customer Traffic Offers Growth Potential,1,2022-04-01T14:22:23-04:00,https://seekingalpha.com/article/4499298-macerich-increased-customer-traffic-offers-growth-potential
8,1st Quarter 2022 Investor Newsletter,0,2022-04-01T13:52:53-04:00,https://seekingalpha.com/article/4499293-1st-quarter-2022-investor-newsletter
9,Major Asset Classes: March 2022 Performance Review,0,2022-04-01T13:41:00-04:00,https://seekingalpha.com/article/4499291-major-asset-classes-march-2022-performance-review
10,Integrated Media Technology: Don't Touch This One,-1,2022-04-01T13:14:46-04:00,https://seekingalpha.com/article/4499284-integrated-media-technology-dont-touch-this-one
11,Gold Breaks Out As Inflation No Longer Transitory,1,2022-04-01T12:47:00-04:00,https://seekingalpha.com/article/4499280-gold-breaks-out-as-inflation-no-longer-transitory
12,Inflation: Why A Long-Term Regime Change Is Underway,-1,2022-04-01T12:46:00-04:00,https://seekingalpha.com/article/4499279-inflation-long-term-regime-change-underway
13,Has The Fed Abandoned Its Average Inflation Target?,-1,2022-04-01T12:41:00-04:00,https://seekingalpha.com/article/4499278-fed-abandoned-average-inflation-target
14,"Private Payrolls Add 426,000 Jobs In March",-1,2022-04-01T12:19:00-04:00,https://seekingalpha.com/article/4499271-private-payrolls-jobs-in-march
15,The Shallow Waters Of Guyana And Suriname: A Promising New Exploratory Front,1,2022-04-01T12:00:00-04:00,https://seekingalpha.com/article/4499266-guyana-suriname-shallow-waters-promising-new-exploration
16,Crypto Fear And Greed Index: How To Use It To Your Advantage,0,2022-04-01T11:49:00-04:00,https://seekingalpha.com/article/4499265-crypto-fear-and-greed-index-use-it-to-advantage
17,Ukraine Could Be More Of A Game-Changer For Europe Than Covid-19,1,2022-04-01T11:29:00-04:00,https://think.ing.com/articles/war-in-ukraine-could-prove-to-be-worse-for-the-eurozone-economy-than-covid19/
18,The War In Ukraine Is Putting Global Supply Chains To The Test - Again,-1,2022-04-01T11:10:00-04:00,https://think.ing.com/articles/the-war-in-ukraine-is-putting-global-supply-chains-to-the-test-again/
19,Federal Reserve Watch: Managing Interest Rates,-1,2022-04-01T11:09:26-04:00,https://seekingalpha.com/article/4499257-federal-reserve-watch-managing-interest-rates
20,3/31 Market Recap - Follow The Rubles,-1,2022-04-01T11:06:00-04:00,https://seekingalpha.com/article/4499256-331-market-recap-follow-the-rubles
21,Mortgage Rates Chart Biggest Weekly Increase In 11 Years,-1,2022-04-01T11:01:00-04:00,https://seekingalpha.com/article/4499254-mortgage-rates-chart-biggest-weekly-increase-in-11-years
22,An Important Chart,-1,2022-04-01T10:18:00-04:00,https://seekingalpha.com/article/4499247-important-chart
23,Market Correction: Are We Closer To The Beginning Or The End?,-1,2022-04-01T10:02:00-04:00,https://seekingalpha.com/article/4499242-market-correction-are-we-closer-to-the-beginning-or-the-end
24,5G Powers A New Generation For The Internet Of Things,0,2022-04-01T09:58:00-04:00,https://seekingalpha.com/article/4499241-5g-powers-new-generation-internet-of-things
25,"'Real' Spending By Americans Dips To Second Highest Ever, But Income Walloped By Inflation",-1,2022-04-01T09:42:00-04:00,https://seekingalpha.com/article/4499238-real-spending-by-americans-dips-to-second-highest-ever-but-income-walloped-by-inflation
26,"EMU CPI Surges, Market Sees ~75% Chance Of A 50bp Fed Hike Next Month",0,2022-04-01T08:19:00-04:00,https://seekingalpha.com/article/4499228-emu-cpi-surges-market-sees-75-percent-chance-50bp-fed-hike-next-month
27,"Crypto Alerts: 3 Altcoins To Make Your Portfolio Blast Off (Avalanche, Solana And Mina)",0,2022-04-01T08:00:00-04:00,https://seekingalpha.com/article/4499169-crypto-alerts-three-altcoins-to-make-your-portfolio-blastoff
28,The U.S. Treasury Yield Curve Briefly Inverts. Should Markets Be Concerned?,-1,2022-04-01T07:55:00-04:00,https://seekingalpha.com/article/4499223-us-treasury-yield-curve-briefly-inverts-should-markets-be-concerned
29,Taking Stock Of The Energy Shock,0,2022-04-01T07:22:00-04:00,https://www.blackrock.com/corporate/literature/whitepaper/bii-macro-perspectives-march-2022.pdf
30,Access The Crypto Economy Through Miners,0,2022-04-01T06:15:00-04:00,https://www.vaneck.com/us/en/videos/access-the-crypto-economy-through-miners/
31,The Drive For AI: 2 Systems,1,2022-04-01T03:15:40-04:00,https://seekingalpha.com/article/4499195-drive-for-artificial-intelligence-2-systems
32,Bears Go Back Into Hibernation,-1,2022-04-01T02:30:00-04:00,https://seekingalpha.com/article/4499198-bears-in-hibernation
