,HeadLine,Sentiment,Date,URL
0,The Week On Wall Street: Glass Half Full; Glass Half Empty,-1,2022-01-14T23:19:57-05:00,https://seekingalpha.com/article/4479750-week-on-wall-street-glass-half-full-glass-half-empty
1,"Weekly Indicators: Omicron, Interest Rates, And Commodity Prices Hit The Forecasts And Nowcast",-1,2022-01-14T22:07:52-05:00,https://seekingalpha.com/article/4479747-weekly-indicators-omicron-interest-rates-commodity-prices-hit-forecasts-nowcast
2,Week Ahead - Interest Rate Anxiety Heightened,-1,2022-01-14T19:50:00-05:00,https://seekingalpha.com/article/4479746-week-ahead-interest-rate-anxiety-heightened
3,Financials And Energy To Power Canadian Equity Markets,0,2022-01-14T19:10:00-05:00,https://seekingalpha.com/article/4479745-financials-and-energy-to-power-canadian-equity-markets
4,U.S. Inflation Hits 39-Year High. What's Propelling The Steep Rise In Prices?,-1,2022-01-14T18:45:00-05:00,https://seekingalpha.com/article/4479743-us-inflation-hits-39-year-high-whats-propelling-the-steep-rise-in-prices
5,Manufacturing Output Fell Slightly In December,-1,2022-01-14T14:59:00-05:00,https://seekingalpha.com/article/4479718-manufacturing-output-fell-slightly-december
6,Tough Start For Tech In 2022: More Pain To Come Or Buying Opportunity?,-1,2022-01-14T14:30:00-05:00,https://seekingalpha.com/article/4479720-tough-start-tech-2022-more-pain-buying-opportunity
7,"Everyone Has Been Brainwashed Into Buying The Dip, Now The Pain Comes",-1,2022-01-14T14:20:35-05:00,https://seekingalpha.com/article/4479714-everyone-has-been-brainwashed-into-buying-the-dip-now-the-pain-comes
8,Breaking Bonds,-1,2022-01-14T14:20:00-05:00,https://www.blackrock.com/us/individual/literature/whitepaper/systematic-fixed-income-outlook-fall-2021.pdf
9,Retail Spending Fell Sharply In December,-1,2022-01-14T14:08:00-05:00,https://seekingalpha.com/article/4479711-retail-spending-fell-sharply-in-december
10,Labour Market Heat Adds To Bank Of England Policy Dilemma,0,2022-01-14T12:18:00-05:00,https://seekingalpha.com/article/4479685-labour-market-bank-of-england-policy-dilemma
11,Buying Opportunity In Bitcoin,0,2022-01-14T11:55:00-05:00,https://seekingalpha.com/article/4479679-bitcoin-buying-opportunity
12,Foreign Exchange Market Turning On Powell And Federal Reserve,-1,2022-01-14T11:29:53-05:00,https://seekingalpha.com/article/4479675-foreign-exchange-market-turning-on-powell-and-federal-reserve
13,AAII Sentiment Survey: Bullish Sentiment Falls To A 4-Month Low,0,2022-01-14T11:04:55-05:00,https://seekingalpha.com/article/4479672-aaii-sentiment-survey-bullish-sentiment-falls-to-a-four-month-low
14,"TINA Was Wrong, Cash Is Not Trash, And There Is An Alternative",-1,2022-01-14T10:46:34-05:00,https://seekingalpha.com/article/4479668-tina-was-wrong-cash-is-not-trash-and-there-is-an-alternative
15,"Inflation Hits 7%, But The Fed Is Stuck Between A Rock And A Hard Place",-1,2022-01-14T09:30:00-05:00,https://seekingalpha.com/article/4479521-inflation-hits-7-percent-but-the-fed-is-stuck-between-a-rock-and-a-hard-place
16,Is Realty Income A Good Dividend Stock?,1,2022-01-14T09:30:00-05:00,https://seekingalpha.com/article/4479657-is-realty-income-good-dividend-stock
17,Rise In Treasury Yields May Portend Volatility In The Months Ahead,0,2022-01-14T09:28:00-05:00,https://seekingalpha.com/article/4479656-treasury-yields-rise-portend-volatility
18,Bi-Polar Market: It Is And It Isn't,-1,2022-01-14T08:47:00-05:00,https://seekingalpha.com/article/4479649-bi-polar-market
19,My Portfolio Strategy For 2022: Earnings Trounce The Fed,0,2022-01-14T07:33:51-05:00,https://seekingalpha.com/article/4479640-my-portfolio-strategy-2022-earnings-trounce-fed
20,December CPI Data Suggests U.S. Inflation May Be Stabilizing But Hasn't Peaked Yet,0,2022-01-14T06:56:00-05:00,https://seekingalpha.com/article/4479633-december-cpi-data-us-inflation-stabilizing-not-peaked-yet
21,Universal Health: Short-Term Challenges With A 4.8% Dividend Yield,0,2022-01-14T05:54:47-05:00,https://seekingalpha.com/article/4479628-universal-health-stock-short-term-challenges-with-a-4-8-percent-dividend-yield
22,Inflation Just Peaked And Is Heading Down Fast,-1,2022-01-14T03:39:48-05:00,https://seekingalpha.com/article/4479614-inflation-just-peaked-and-is-heading-downfast
