,HeadLine,Sentiment,Date,URL
0,K2 Hedge Fund Strategy Outlook: Second Quarter 2022,-1,2022-04-08T23:40:00-04:00,https://seekingalpha.com/article/4500540-k2-hedge-fund-strategy-outlook-second-quarter-2022
1,Will Soaring Global Supply Chain Pressures Stoke Inflation Further?,-1,2022-04-08T22:55:00-04:00,https://seekingalpha.com/article/4500535-will-soaring-global-supply-chain-pressures-stoke-inflation-further
2,Gold-Stock Upleg Mounts,0,2022-04-08T21:36:34-04:00,https://seekingalpha.com/article/4500529-gold-stock-upleg-mounts
3,Russian Crude Exports Are Not Declining As Much As Expected And What It Means Going Forward,-1,2022-04-08T17:44:05-04:00,https://seekingalpha.com/article/4500517-russian-crude-exports-are-not-declining-as-much-as-expected
4,Polkadot: From Layer 0 To Hero,0,2022-04-08T13:32:49-04:00,https://seekingalpha.com/article/4500488-polkadot-from-layer-0-to-hero
5,Questioning Hut 8's 'Do Things Differently' Strategy,1,2022-04-08T13:10:02-04:00,https://seekingalpha.com/article/4500478-questioning-hut-8-mining-do-things-differently-strategy
6,Housing Stocks Plunge Amid Soaring Mortgage Rates,-1,2022-04-08T13:09:52-04:00,https://seekingalpha.com/article/4500477-housing-stocks-plunge-amid-soaring-mortgage-rates
7,Federal Reserve Watch: ECB Reluctant To Move,-1,2022-04-08T12:13:48-04:00,https://seekingalpha.com/article/4500468-federal-reserve-watch-ecb-reluctant-to-move
8,Installation Rush In 2021 Propels China To Become The Largest Offshore Wind Market Globally,1,2022-04-08T11:26:00-04:00,https://seekingalpha.com/article/4500458-2021-installation-rush-propels-china-largest-offshore-wind-market-globally
9,U.K. Energy Plan Boosts Net-Zero But Does Little To Reduce Short-Term Gas Dependence,1,2022-04-08T10:43:00-04:00,https://think.ing.com/articles/uk-energy-plan-boosts-net-zero-transition-but-doesnt-reduce-short-term-gas-dependence/
10,Middle Distillates Driving Refinery Margin Strength,0,2022-04-08T10:18:00-04:00,https://think.ing.com/articles/middle-distillates-driving-refinery-margin-strength/
11,Focus On Value,-1,2022-04-08T10:00:03-04:00,https://seekingalpha.com/article/4500431-focus-on-value
12,Earnings Season Kicks Off: Banks And Brokers Book Smaller Profits,-1,2022-04-08T09:52:55-04:00,https://seekingalpha.com/article/4500441-earnings-season-kicks-off-banks-and-brokers-book-smaller-profits
13,Did Goldman Sachs Destroy An Investing Myth?,1,2022-04-08T09:42:00-04:00,https://seekingalpha.com/article/4500438-goldman-sachs-destroy-investing-myth
14,U.S. Weekly FundFlows Insight Report: Tax-Exempt Bond Funds Suffer $3.3 Billion In Outflows - Largest Weekly Outflow In 2 Years,0,2022-04-08T09:37:00-04:00,https://seekingalpha.com/article/4500437-tax-exempt-bond-funds-suffer-3-3-billion-outflows
15,Will Bitcoin Crash During Its Mid-Halving Event?,1,2022-04-08T09:11:00-04:00,https://seekingalpha.com/article/4500433-will-bitcoin-crash-during-its-mid-halving-event
16,The Tightening Cycle Begins,-1,2022-04-08T09:09:49-04:00,https://seekingalpha.com/article/4500432-tightening-cycle-begins
17,Euro's Slide Extends Into 7th Consecutive Session,-1,2022-04-08T08:56:00-04:00,https://seekingalpha.com/article/4500430-euros-slide-extends-into-7th-consecutive-session
18,Looking At Q1 2022 EPS And Revenue Growth By Sector And 2021 As A Comparison,-1,2022-04-08T08:19:00-04:00,https://seekingalpha.com/article/4500422-eps-revenue-sector-growth-comparison-2021
19,A Preview Of March 2022 Lipper Flows: U.S. Equity Flows Remain Resilient,-1,2022-04-08T08:06:00-04:00,https://seekingalpha.com/article/4500421-a-preview-of-march-2022-lipper-flows-us-equity-flows-remain-resilient
20,"iStar And Safehold: Undervalued Parent, Overvalued Daughter",-1,2022-04-08T08:00:00-04:00,https://seekingalpha.com/article/4500356-istar-safehold-undervalued-parent-overvalued-daughter
21,Income Opportunities: Midstream Dividends Trending In The Right Direction,1,2022-04-08T08:00:00-04:00,https://seekingalpha.com/article/4500415-income-opportunities-midstream-dividends-trending-in-the-right-direction
