,HeadLine,Sentiment,Date,URL
0,Long-term rates back at 1-year highs after midweek retreat,1,2021-02-12T14:44:30-05:00,https://seekingalpha.com/news/3661859-long-term-rates-back-at-1-year-highs
1,Dallas Fed's Kaplan wouldn't be surprised by inflation rising this year,1,2021-02-12T14:18:39-05:00,https://seekingalpha.com/news/3661840-dallas-feds-kaplan-wouldnt-be-surprised-by-inflation-rising-this-year
2,Consumer sentiment edges down in February as expectations flag,-1,2021-02-12T10:07:22-05:00,https://seekingalpha.com/news/3661748-consumer-sentiment-edges-down-in-february
3,Mortgages in forbearance decline by 48K in past week: Black Knight,-1,2021-02-12T07:00:06-05:00,https://seekingalpha.com/news/3661551-mortgages-in-forbearance-decline-by-48k-in-past-week-black-knight
4,CBO sees federal deficit exceeding size of economy even without next stimulus package,-1,2021-02-12T06:36:55-05:00,https://seekingalpha.com/news/3661615-cbo-sees-federal-deficit-exceeding-size-of-economy-even-without-next-stimulus-package
5,EIA reported a natural gas storage draw of 171 Bcf last week,0,2021-02-11T10:30:17-05:00,https://seekingalpha.com/news/3661270-eia-reported-a-natural-gas-storage-draw-of-171-bcf-last-week
6,Mortgage rates hold steady near record low this week,1,2021-02-11T10:27:03-05:00,https://seekingalpha.com/news/3661267-mortgage-rates-hold-steady-near-record-low-this-week
7,Jobless claims down for the fourth week,-1,2021-02-11T08:30:22-05:00,https://seekingalpha.com/news/3661185-jobless-claims
8,U.S. government deficit continues swells to $736B YTD as pandemic drags on,-1,2021-02-10T15:19:52-05:00,https://seekingalpha.com/news/3660765-us-government-deficit-continues-swells-to-736b-ytd-as-pandemic-drags-on
9,"Fed's Powell stays dovish in speech, as expected; calls for more fiscal action (update)",-1,2021-02-10T14:15:06-05:00,https://seekingalpha.com/news/3660748-feds-powell-stays-dovish
10,Atlanta Fed's Business Inflation Expectations +2.2% in February,1,2021-02-10T11:08:39-05:00,https://seekingalpha.com/news/3660617-atlanta-feds-business-inflation-expectations-22-in-february
11,Crude inventory fell unexpectedly last week,-1,2021-02-10T10:30:56-05:00,https://seekingalpha.com/news/3660591-crude-inventories-fell-unexpectedly-last-week
12,Wholesale inventories rise more than expected in December,-1,2021-02-10T10:02:59-05:00,https://seekingalpha.com/news/3660576-wholesale-inventories-rise-more-than-expected-in-december
13,Core consumer price index comes in flat in January,-1,2021-02-10T08:30:45-05:00,https://seekingalpha.com/news/3660509-core-consumer-price-index-comes-in-flat-in-january
14,Job Openings 6.646M in December,-1,2021-02-09T10:01:54-05:00,https://seekingalpha.com/news/3660002-job-openings-6646m-in-december
15,Small businesses optimism,-1,2021-02-09T06:00:08-05:00,https://seekingalpha.com/news/3659821-small-businesses-optimism
16,"Stimulus hopes fuel market gains, Bitcoin jumps over $47K",-1,2021-02-09T05:14:59-05:00,https://seekingalpha.com/news/3659806-stimulus-hopes-fuel-market-gains-bitcoin-jumps-over-47k
17,IMX score climbs amidst January volatility,1,2021-02-08T12:30:42-05:00,https://seekingalpha.com/news/3659563-imx-score-climbs-amidst-january-volatility
18,Long-term Treasury yields hit highest level in a year,-1,2021-02-08T09:25:59-05:00,https://seekingalpha.com/news/3659442-long-term-treasury-yield-tops-2-percent
19,China Automotive Systems files for mixed shelf offering up to $150M,-1,2021-02-08T08:42:46-05:00,https://seekingalpha.com/news/3659432-china-automotive-systems-files-for-mixed-shelf-offering-up-to-150m
20,U.S. stock futures push up after Yellen pushes for more fiscal aid,1,2021-02-08T05:04:15-05:00,https://seekingalpha.com/news/3659329-us-stock-futures-push-up-after-yellen-pushes-for-more-fiscal-aid
21,Bankruptcy filings fall to lowest level in almost 15 years,-1,2021-02-07T17:23:00-05:00,https://seekingalpha.com/news/3659259-bankruptcy-filings-fall-to-lowest-level-in-almost-15-years
22,"The labor market is stalling, Treasury Secretary Yellen says",-1,2021-02-07T11:50:04-05:00,https://seekingalpha.com/news/3659307-the-labor-market-is-stalling-treasury-secretary-yellen-says
