,HeadLine,Sentiment,Date,URL
0,Overall consumer sentiment holds in May,1,2021-05-28T10:02:41-04:00,https://seekingalpha.com/news/3701241-overall-consumer-sentiment-holds-in-may
1,"Chicago PMI surges to 75.2, strongest since 1973",-1,2021-05-28T09:46:23-04:00,https://seekingalpha.com/news/3701236-chicago-pmi-races-ahead-of-consensus
2,"April core PCE price index jumped 0.7%, up 3.1% from a year ago",-1,2021-05-28T08:33:55-04:00,https://seekingalpha.com/news/3701200-personal-income-plunges-consumer-spending-in-line-with-forecasts
3,Wholesale inventories +0.8% in April,1,2021-05-28T08:31:44-04:00,https://seekingalpha.com/news/3701197-wholesale-inventories-08-in-april
4,Retail Inventories down 1.6% in April,1,2021-05-28T08:31:25-04:00,https://seekingalpha.com/news/3701195-retail-inventories-down-16-in-april
5,"Advance goods trade deficit narrows in April as exports increase, imports fall",-1,2021-05-28T08:31:13-04:00,https://seekingalpha.com/news/3701193-advance-goods-trade-deficit-narrows-more-than-expected
6,AMC stock jumps 15% premarket as it continues to punish short sellers,1,2021-05-28T07:36:23-04:00,https://seekingalpha.com/news/3701155-amc-stock-jumps-premarket-as-it-continues-to-punish-short-sellers
7,Mortgages in forbearance rise again in the past week: Black Knight,1,2021-05-28T07:00:09-04:00,https://seekingalpha.com/news/3701137-mortgages-in-forbearance-rise-again-in-the-past-week-black-knight
8,Tech bill challenging China's rise advances in U.S. Senate,1,2021-05-28T05:18:47-04:00,https://seekingalpha.com/news/3701111-tech-bill-challenging-chinas-rise-advances-in-us-senate
9,Dallas Fed's Kaplan says real estate excesses may be reason to taper bond buys,0,2021-05-27T17:33:17-04:00,https://seekingalpha.com/news/3701062-dallas-feds-kaplan-says-real-estate-excesses-may-be-reason-to-taper-bond-buys
10,Fannie Mae guaranty book of business rises to $3.82T in April,-1,2021-05-27T16:58:03-04:00,https://seekingalpha.com/news/3701012-fannie-mae-reports-a-65-increase-in-mbs-outstanding-in-april
11,Janet Yellen urges Congress to boost funding for Treasury in FY2022 budget,0,2021-05-27T13:32:57-04:00,https://seekingalpha.com/news/3700916-janet-yellen-urges-congress-to-boost-funding-for-treasury-in-fy2022-budget
12,Justice Department starts investigation into Archegos - Bloomberg,-1,2021-05-27T11:15:53-04:00,https://seekingalpha.com/news/3700837-the-department-of-justice-investigates-the-archegos-implosion
13,Kansas City Fed composite index +26 in May,-1,2021-05-27T11:04:53-04:00,https://seekingalpha.com/news/3700864-kansas-city-fed-composite-index-26-in-may
14,Biden set to propose a $6T budget for fiscal year 2022,0,2021-05-27T10:49:41-04:00,https://seekingalpha.com/news/3700854-biden-set-to-propose-a-6t-budget-for-fiscal-year-2022
15,Natural gas inventory build tops estimates,0,2021-05-27T10:30:31-04:00,https://seekingalpha.com/news/3700842-natural-gas-inventory-build-tops-estimates
16,Mortgage rates slips back below 3%,-1,2021-05-27T10:20:23-04:00,https://seekingalpha.com/news/3700838-mortgage-rates-slips-back-below-3
17,Pending home sales unexpectedly dip in April amid tight supply,-1,2021-05-27T10:00:54-04:00,https://seekingalpha.com/news/3700826-pending-home-sales-unexpectedly-dip-in-april
18,Watch copper for a sign of major inflation reversal: At the Open,-1,2021-05-27T08:38:06-04:00,https://seekingalpha.com/news/3700727-watch-copper-for-a-sign-of-a-major-inflation-reversal
19,Durable goods orders fell sharply in April,1,2021-05-27T08:34:19-04:00,https://seekingalpha.com/news/3700754-durable-goods-fall-sharply-in-april
20,"Q1 GDP estimate stays stable with initial print, PCE price index adjusted up",1,2021-05-27T08:32:42-04:00,https://seekingalpha.com/news/3700753-q1-gdp-estimate-stays-stable-with-initial-print-pce-price-index-adjusted-up
21,Jobless claims just above 400K,-1,2021-05-27T08:30:32-04:00,https://seekingalpha.com/news/3700750-jobless-claims
22,Janet Yellen declines to appear at House hearing on COVID aid programs,-1,2021-05-26T16:36:19-04:00,https://seekingalpha.com/news/3700545-janet-yellen-declines-to-appear-at-house-hearing-on-covid-aid-programs
23,"Bank CEOs commit to listen to employees, may not be neutral on unions (update)",0,2021-05-26T11:31:33-04:00,https://seekingalpha.com/news/3700371-bank-ceos-commit-to-listen-to-employees-but-may-not-be-neutral-if-unions-call
24,Business uncertainty slips in May,-1,2021-05-26T11:01:44-04:00,https://seekingalpha.com/news/3700352-business-uncertainty-slips-in-may
25,Crude inventory draw tops estimates,-1,2021-05-26T10:30:44-04:00,https://seekingalpha.com/news/3700344-crude-inventory-draw-tops-estimates
26,State Street Investor Confidence Index rose 540 bps in May,1,2021-05-26T10:08:43-04:00,https://seekingalpha.com/news/3700334-state-street-investor-confidence-index-rose-540-bps-in-may
27,Mortgage application falls as mortgage rates ticks up,-1,2021-05-26T07:01:19-04:00,https://seekingalpha.com/news/3700193-mortgage-application
28,Guggenheim's Minerd sees further bitcoin downside with stocks to follow,-1,2021-05-25T16:02:22-04:00,https://seekingalpha.com/news/3700029-guggenheims-minerd-expects-bitcoin-to-fall-further-stock-market-correction
