,HeadLine,Sentiment,Date,URL
0,"Dow closes at record high levels, S&P closes higher; Nasdaq ends in red as bond yields rise",0,2021-03-12T16:09:07-05:00,https://seekingalpha.com/news/3672385-dow-closes-to-record-high-sp-closes-higher-nasdaq-trades-down-as-bond-yields-rise
1,On The Hour,0,2021-03-12T15:31:29-05:00,https://seekingalpha.com/news/3672377-on-the-hour
2,On The Hour,0,2021-03-12T15:02:55-05:00,https://seekingalpha.com/news/3672372-on-the-hour
3,On The Hour,1,2021-03-12T14:33:11-05:00,https://seekingalpha.com/news/3672365-on-the-hour
4,On The Hour,0,2021-03-12T14:00:25-05:00,https://seekingalpha.com/news/3672359-on-the-hour
5,On The Hour,0,2021-03-12T13:30:29-05:00,https://seekingalpha.com/news/3672349-on-the-hour
6,On The Hour,0,2021-03-12T13:00:20-05:00,https://seekingalpha.com/news/3672338-on-the-hour
7,On The Hour,0,2021-03-12T12:30:13-05:00,https://seekingalpha.com/news/3672332-on-the-hour
8,On The Hour,0,2021-03-12T12:00:29-05:00,https://seekingalpha.com/news/3672324-on-the-hour
9,On The Hour,0,2021-03-12T11:01:32-05:00,https://seekingalpha.com/news/3672304-on-the-hour
10,Quarterly Services Report,0,2021-03-12T10:08:55-05:00,https://seekingalpha.com/news/3672278-quarterly-services-report
11,Consumer sentiment rises to highest level in a year,1,2021-03-12T10:00:55-05:00,https://seekingalpha.com/news/3672275-consumer-sentiment-shines-stronger-than-expected-in-march
12,On The Hour,0,2021-03-12T10:00:11-05:00,https://seekingalpha.com/news/3672272-on-the-hour
13,Core producer price index growth slows as expected in February,1,2021-03-12T08:31:26-05:00,https://seekingalpha.com/news/3672216-core-producer-price-index-growth-slows-but-still-stronger-than-expected
14,Number of mortgages in forbearance falls the most since April 2020: Black Knight,-1,2021-03-12T07:00:37-05:00,https://seekingalpha.com/news/3671916-number-of-mortgages-in-forbearance-falls-the-most-since-april-2020
15,Biden says all U.S. adults to be eligible for vaccines by May 1,0,2021-03-12T04:30:53-05:00,https://seekingalpha.com/news/3672131-biden-says-all-us-adults-to-be-eligible-for-vaccines-by-may-1
16,Nasdaq leads the major averages as Biden signs $1.9 trillion stimulus bill,1,2021-03-11T14:23:09-05:00,https://seekingalpha.com/news/3671901-nasdaq-leads-the-major-averages-as-biden-signs-19t-stimulus-bill
17,EIA reported a natural gas storage draw of 52 Bcf last week,0,2021-03-11T10:30:16-05:00,https://seekingalpha.com/news/3671789-eia-reported-a-natural-gas-storage-draw-of-52-bcf-last-week
18,Mortgage rates continue to creep up from record lows,-1,2021-03-11T10:16:40-05:00,https://seekingalpha.com/news/3671782-mortgage-rates-continue-to-creep-up-from-record-lows
19,Job Openings 6.917M in January,-1,2021-03-11T10:01:53-05:00,https://seekingalpha.com/news/3671776-job-openings-6917m-in-january
20,Jobless claims down 32K to 712K vs. 725K expected,-1,2021-03-11T08:30:18-05:00,https://seekingalpha.com/news/3671688-jobless-claims
21,U.S. government deficit rises to $311B in February from $163B in January,-1,2021-03-10T15:53:51-05:00,https://seekingalpha.com/news/3671370-us-government-deficit-rises-to-311b-in-february-from-163b-in-january
22,"COVID relief bill gets House votes, should add $1.1T to economy this year",0,2021-03-10T14:10:27-05:00,https://seekingalpha.com/news/3671294-covid-relief-bill-will-bring-11t-to-us-economy-this-year
23,EIA: Crude +13.8M barrels vs. +21.6M barrels W/W,1,2021-03-10T10:30:35-05:00,https://seekingalpha.com/news/3671234-eia-crude-138m-barrels-vs-216m-barrels-ww
24,Standard General trims Tegna stake to 7.9%; shares rise 3.2%,-1,2021-03-10T10:25:28-05:00,https://seekingalpha.com/news/3671231-standard-general-trims-tegna-stake-to-79-shares-rise
25,Atlanta Fed's Business Inflation Expectations +2.4% in March,-1,2021-03-10T10:08:31-05:00,https://seekingalpha.com/news/3671225-atlanta-feds-business-inflation-expectations-24-in-march
26,Core consumer price index rises slightly less than expected in February,1,2021-03-10T08:31:10-05:00,https://seekingalpha.com/news/3671158-core-consumer-price-index-rises-slightly-less-than-expected
27,Mortgage applications under pressure as mortgage rates rise for 5th week,-1,2021-03-10T07:00:12-05:00,https://seekingalpha.com/news/3671071-mortgage-applications
28,COVID relief bill on the verge of becoming law,0,2021-03-10T03:59:38-05:00,https://seekingalpha.com/news/3671030-covid-relief-bill-on-the-verge-of-becoming-law
29,DoubleLine's Gundlach sees inflation over 3% for a couple of months this summer,-1,2021-03-09T17:30:27-05:00,https://seekingalpha.com/news/3670982-doublelines-gundlach-sees-inflation-over-3-for-a-couple-of-months-this-summer
30,Retail trading volume rivals hedge funds and mutual funds combined,0,2021-03-09T11:03:52-05:00,https://seekingalpha.com/news/3670747-retail-trading-volume-rivals-hedge-funds-and-mutual-funds-combined
31,Small business optimism upticks after three straight monthly declines,-1,2021-03-09T06:59:18-05:00,https://seekingalpha.com/news/3670595-small-businesses-optimism-dips-a-hair-in-february
32,Small-caps face threat from 'disorderly' rate moves - BofA,-1,2021-03-08T14:07:44-05:00,https://seekingalpha.com/news/3670379-small-caps-face-threat-from-disorderly-rate-moves
33,IMX score rises as markets hit record highs in February,1,2021-03-08T12:48:37-05:00,https://seekingalpha.com/news/3670349-imx-score-rises-as-markets-hit-record-highs-in-february
34,"Relief package will fuel recovery, but doesn't address inequality, Yellen says",-1,2021-03-08T12:19:07-05:00,https://seekingalpha.com/news/3670340-relief-package-will-fuel-recovery-but-doesnt-address-inequality-yellen-says
35,Consumers sees spending rising faster than earnings growth in next year: NY Fed,-1,2021-03-08T11:00:05-05:00,https://seekingalpha.com/news/3670304-consumers-sees-spending-rising-faster-than-earnings-growth-in-next-year-ny-fed
36,Wholesale inventories rise in-line with estimates in January,1,2021-03-08T10:00:51-05:00,https://seekingalpha.com/news/3670273-wholesale-inventories-rise-in-line-with-estimates-in-january
37,Q4 originations reach record bolstered by all-time high refinancings; Black Knight,-1,2021-03-08T00:01:00-05:00,https://seekingalpha.com/news/3670058-q4-originations-reach-record-bolstered-by-all-time-high-refinancings-black-knight
38,Bankruptcy filings expected to jump as liquidity options dwindle,-1,2021-03-07T13:28:00-05:00,https://seekingalpha.com/news/3669978-bankruptcy-filings-expected-to-jump-as-liquidity-options-dwindle
39,Rising yields might just be good for stocks after all: Alpha Tactics,-1,2021-03-06T14:05:27-05:00,https://seekingalpha.com/news/3670084-rising-yields-might-just-be-good-for-stocks
40,Senate passes $1.9T COVID relief bill,-1,2021-03-06T12:33:39-05:00,https://seekingalpha.com/news/3670081-senate-passes-19t-covid-relief-bill
