,HeadLine,Sentiment,Date,URL
0,"Homebuilder, home retailer stocks drive up on robust housing starts report",1,2021-04-16T12:52:43-04:00,https://seekingalpha.com/news/3682657-homebuilder-home-retailer-stocks-drive-up-on-robust-housing-starts-report
1,Consumer sentiment rises less than expected in April,-1,2021-04-16T10:01:05-04:00,https://seekingalpha.com/news/3682610-consumer-sentiment-rises-less-than-expected-in-april
2,Housing starts jump more than expected in March,1,2021-04-16T08:32:06-04:00,https://seekingalpha.com/news/3682560-housing-starts-jump-more-than-expected-in-march
3,Mortgages under forbearance barely slips in past week: Black Knight,-1,2021-04-16T07:01:58-04:00,https://seekingalpha.com/news/3682423-mortgages-under-forbearance-barely-slips-in-past-week-black-knight
4,Bill Miller says the stock markets' path of least resistance is higher,0,2021-04-15T14:10:10-04:00,https://seekingalpha.com/news/3682297-bill-miller-says-the-stock-markets-path-of-least-resistance-is-higher
5,Mortgage rates continue lower trend for second week to 3.04%,-1,2021-04-15T10:35:01-04:00,https://seekingalpha.com/news/3682200-mortgage-rates-continue-lower-trend-for-second-week-to-304
6,Natural gas inventory build slightly less than estimates,0,2021-04-15T10:30:09-04:00,https://seekingalpha.com/news/3682193-natural-gas
7,March business inventories in-line with forecast,1,2021-04-15T10:10:29-04:00,https://seekingalpha.com/news/3682183-february-business-inventories-exceed-expectations
8,Homebuilder confidence edges up in April,0,2021-04-15T10:01:50-04:00,https://seekingalpha.com/news/3682178-homebuilder-confidence-edges-up-in-april
9,Industrial production falls way short of estimates,-1,2021-04-15T09:15:51-04:00,https://seekingalpha.com/news/3682140-industrial-production
10,Empire State Manufacturing Index surges in April,1,2021-04-15T08:36:08-04:00,https://seekingalpha.com/news/3682099-empire-state-manufacturing-index-surges-in-april
11,Initial jobless claims fall almost 200K to 576K,-1,2021-04-15T08:34:30-04:00,https://seekingalpha.com/news/3682096-initial-jobless-claims
12,"Philly Fed Outlook +50.2 in April, exceeds consensus",0,2021-04-15T08:32:10-04:00,https://seekingalpha.com/news/3682095-philly-fed-outlook-502-in-april-exceeds-consensus
13,"March retail sales rise nearly 10%, easily topping estimates",0,2021-04-15T08:30:37-04:00,https://seekingalpha.com/news/3682091-march-retail-sales
14,"Nasdaq, Dow Jones, S&P futures move higher ahead of key retail sales figures",-1,2021-04-15T04:35:13-04:00,https://seekingalpha.com/news/3681970-nasdaq-dow-jones-sp-futures-move-higher-ahead-of-key-retail-sales-figures
15,The Fed would have to respond if inflation expectations rise persistently: Clarida,1,2021-04-14T17:08:23-04:00,https://seekingalpha.com/news/3681928-the-fed-would-have-to-respond-if-inflation-expectations-rise-persistently-clarida
16,U.S. economy accelerates to a moderate pace: Fed's Beige Book,1,2021-04-14T14:03:45-04:00,https://seekingalpha.com/news/3681841-us-economy-accelerates-to-a-moderate-pace-feds-beige-book
17,Jerome Powell expects Federal Reserve to taper bond buying before rate liftoff,0,2021-04-14T12:18:24-04:00,https://seekingalpha.com/news/3681794-federal-reserve-expects-to-taper-bond-buying-before-rate-liftoff-jerome-powell-says
18,Atlanta Fed's Business Inflation Expectations relatively unchanged at 2.5% in April,1,2021-04-14T11:15:30-04:00,https://seekingalpha.com/news/3681769-atlanta-feds-business-inflation-expectations-relatively-unchanged-at-25-in-april
19,Crude inventory draw tops estimates,-1,2021-04-14T10:30:51-04:00,https://seekingalpha.com/news/3681755-crude-inventory-draw-tops-estimates
20,"Export prices rise more than import prices in March, both exceed consensus",0,2021-04-14T08:32:04-04:00,https://seekingalpha.com/news/3681692-export-prices-rise-more-than-import-prices-in-march-both-exceed-consensus
21,Mortgage applications down for the sixth week,-1,2021-04-14T07:00:21-04:00,https://seekingalpha.com/news/3681613-mba-mortgage-applications
22,Refinance share of mortgage orginations fall below 50% for first time since 2019,1,2021-04-14T00:01:00-04:00,https://seekingalpha.com/news/3681487-refinance-share-of-mortgage-orginations-fall-below-50-for-first-time-since-2019
23,Philadelphia Fed's Patrick Harker sees no reason to withdraw support yet,-1,2021-04-13T13:40:15-04:00,https://seekingalpha.com/news/3681453-philadelphia-feds-patrick-harker-sees-no-reason-to-withdraw-support-yet
24,"Bitcoin in a bubble, taper tantrum biggest market risk: BofA fund managers survey",1,2021-04-13T10:49:15-04:00,https://seekingalpha.com/news/3681382-bitcoin-in-a-bubble-taper-tantrum-biggest-market-risk-bofa-fund-managers-survey
