,HeadLine,Sentiment,Date,URL
0,Used smartphones worldwide market to grow 9.2% in 2020: IDC,1,2021-01-08T23:41:30-05:00,https://seekingalpha.com/news/3650085-used-smartphones-worldwide-market-to-grow-9_2-percent-in-2020-idc
1,"Home prices start 2021 on a high note, +13%; pending sales surge 38%",1,2021-01-08T15:07:00-05:00,https://seekingalpha.com/news/3650042-home-prices-start-2021-on-high-note-plus-13-percent-pending-sales-surge-38-percent
2,U.S. November Consumer Credit beat expectations,1,2021-01-08T15:00:41-05:00,https://seekingalpha.com/news/3650040-u-s-november-consumer-credit-beat-expectations
3,Stock gains turn to declines as hope for more stimulus fades,-1,2021-01-08T13:46:16-05:00,https://seekingalpha.com/news/3650025-stock-gains-turn-to-declines-hope-for-stimulus-fades
4,Wholesale Inventories remains flat in November,-1,2021-01-08T10:04:06-05:00,https://seekingalpha.com/news/3649965-wholesale-inventories-remains-flat-in-november
5,Jobs unexpectedly fall 140K in December; unemployment rate unchanged,-1,2021-01-08T08:31:04-05:00,https://seekingalpha.com/news/3649915-jobs-unexpectedly-fall-140k-in-december-unemployment-rate-unchanged
6,Pace of mortgage forbearance improvement slows in January: Black Knight,-1,2021-01-08T07:00:00-05:00,https://seekingalpha.com/news/3649794-pace-of-mortgage-forbearance-improvement-slows-in-january-black-knight
7,Stocks at highs ahead of December jobs report,-1,2021-01-08T06:04:32-05:00,https://seekingalpha.com/news/3649850-stocks-highs-ahead-of-december-jobs-report
8,U.S. suspends French tariffs over digital service tax,-1,2021-01-08T05:27:40-05:00,https://seekingalpha.com/news/3649842-u-s-suspends-french-tariffs-over-digital-service-tax
9,"Fed may taper bond purchases earlier than expected, Bostic says",-1,2021-01-07T17:19:17-05:00,https://seekingalpha.com/news/3649804-fed-may-taper-bond-purchases-earlier-expected-bostic-says
10,Home prices to rise 6% by 2021-end: Veros,1,2021-01-07T14:42:26-05:00,https://seekingalpha.com/news/3649739-home-prices-to-rise-6-percent-2021-end-veros
11,Chicago Fed's Evans doesn't see rates rising until 2024,0,2021-01-07T13:35:33-05:00,https://seekingalpha.com/news/3649719-chicago-feds-evans-doesnt-see-rates-rising-until-2024
12,December homes for sale fall to all-time low below 700K,-1,2021-01-07T13:33:15-05:00,https://seekingalpha.com/news/3649712-december-homes-for-sale-fall-to-all-time-low-below-700k
13,"Long-term bond yields bound to rise as economy recovers, Fed's Bullard says",1,2021-01-07T13:17:49-05:00,https://seekingalpha.com/news/3649713-long-term-bond-yields-bound-to-rise-economy-recovers-feds-bullard-says
14,"Fed's Harker, Barkin don't see any near-term threat from inflation",-1,2021-01-07T10:34:10-05:00,https://seekingalpha.com/news/3649661-feds-harker-barkin-dont-see-near-term-threat-from-inflation
15,EIA reported a natural gas storage draw of 130 Bcf last week,0,2021-01-07T10:30:18-05:00,https://seekingalpha.com/news/3649659-eia-reported-natural-gas-storage-draw-of-130-bcf-last-week
16,Mortgage rates hit new record low in new year,1,2021-01-07T10:13:55-05:00,https://seekingalpha.com/news/3649653-mortgage-rates-hit-new-record-low-in-new-year
17,Economic activity in the services sector grew in December for the seventh month in a row,-1,2021-01-07T10:02:33-05:00,https://seekingalpha.com/news/3649648-economic-activity-in-services-sector-grew-in-december-for-seventh-month-in-row
18,November trade balance gap widens to $68.1B,-1,2021-01-07T08:35:38-05:00,https://seekingalpha.com/news/3649587-november-trade-balance-gap-widens-to-68_1b
19,Jobless claims hold steady at 787K,-1,2021-01-07T08:30:23-05:00,https://seekingalpha.com/news/3649580-jobless-claims-hold-steady-787k
20,Challenger: December job cut dips further to 77.03K,-1,2021-01-07T07:30:26-05:00,https://seekingalpha.com/news/3649536-challenger-december-job-cut-dips-to-77_03k
21,Corporate America calls for peaceful transfer of power,-1,2021-01-07T06:19:42-05:00,https://seekingalpha.com/news/3649500-corporate-america-calls-for-peaceful-transfer-of-power
22,"US rail traffic finishes 2020 close to pre-pandemic levels, up 4.4% in December",-1,2021-01-06T17:55:34-05:00,https://seekingalpha.com/news/3649451-us-rail-traffic-finishes-2020-close-to-pre-pandemic-levels-up-4_4-percent-in-december
