,HeadLine,Sentiment,Date,URL
0,ISM service retreats in August,-1,2021-09-03T10:00:07-04:00,https://seekingalpha.com/news/3737180-ism-services-index
1,Aug. PMI records slowest expansion in 2021,-1,2021-09-03T09:45:47-04:00,https://seekingalpha.com/news/3737176-aug-us-pmi-composite
2,"Nonfarm payrolls rose by just 235K in August, well shy of forecasts",-1,2021-09-03T08:33:31-04:00,https://seekingalpha.com/news/3737139-nonfarm-payrolls-rose-by-just-235k-in-august-well-shy-of-forecasts
3,"Nonfarm payrolls will follow the recent trend of weak economic numbers, BofA says",1,2021-09-03T06:36:42-04:00,https://seekingalpha.com/news/3737088-nonfarm-payrolls-will-follow-the-recent-trend-of-weak-economic-numbers-bofa
4,Manchin throws a wrench into Biden's $3.5T economic agenda,-1,2021-09-03T05:51:52-04:00,https://seekingalpha.com/news/3737081-manchin-throws-a-wrench-into-bidens-35t-economic-agenda
5,Enhanced pandemic unemployment benefits come to an end,-1,2021-09-03T05:36:48-04:00,https://seekingalpha.com/news/3737078-enhanced-pandemic-unemployment-benefits-come-to-an-end
6,Morgan Stanley slashes third-quarter GDP forecast to 2.9%,-1,2021-09-02T11:11:38-04:00,https://seekingalpha.com/news/3736794-morgan-stanley-slashes-third-quarter-gdp-forecast-to-29
7,Natural gas inventory build slightly less than estimates,0,2021-09-02T10:30:55-04:00,https://seekingalpha.com/news/3736768-natural-gas-inventory-build-slightly-less-than-estimates
8,SomaLogic debuts on Nasdaq today after business combination with CM Life Sciences II,0,2021-09-02T10:15:12-04:00,https://seekingalpha.com/news/3736754-somalogic-debuts-on-nasdaq-today-after-business-combination-with-cm-life-sciences-ii
9,Mortgage rates remain unchanged on moderation of economic growth and inflation,-1,2021-09-02T10:08:51-04:00,https://seekingalpha.com/news/3736736-mortgage-rates
10,Factory orders +0.4% in July,-1,2021-09-02T10:04:47-04:00,https://seekingalpha.com/news/3736752-factory-orders-04-in-july
11,Q2 Productivity rises less than expected,1,2021-09-02T08:30:47-04:00,https://seekingalpha.com/news/3736643-q2-productivity-and-costs
12,Goods and services trade balance narrows to $70.1B,-1,2021-09-02T08:30:34-04:00,https://seekingalpha.com/news/3736642-international-trade-in-goods-and-services
13,Jobless claims fall 14K to 340K,-1,2021-09-02T08:30:17-04:00,https://seekingalpha.com/news/3736641-jobless-claims
14,Challenger job record lowest cut in 24 years,-1,2021-09-02T07:31:01-04:00,https://seekingalpha.com/news/3736602-challenger-april-job-cut-down-to-k
15,"Bill Gross says bonds are trash now, joining cash",-1,2021-09-02T06:53:06-04:00,https://seekingalpha.com/news/3736575-bill-gross-says-bonds-are-trash-now-joining-cash
16,Ida destruction could build support for infrastructure spending,-1,2021-09-02T05:08:41-04:00,https://seekingalpha.com/news/3736546-ida-destruction-could-build-support-for-infrastructure-spending-bills
17,"Residential, Retail, Office, Industrial REITs initiated Overweight at Barclays",0,2021-09-01T15:52:08-04:00,https://seekingalpha.com/news/3736285-residential-retail-office-industrial-reits-initiated-overweight-at-barclays
18,"Sell-side sentiment remains stuck just below the Sell trigger, BofA says",-1,2021-09-01T11:45:00-04:00,https://seekingalpha.com/news/3736153-sell-side-sentiment-remains-stuck-just-below-the-sell-trigger-bofa-says
19,Construction spending +0.3% in July,0,2021-09-01T10:02:43-04:00,https://seekingalpha.com/news/3736088-construction-spending-03-in-july
20,"ISM Manufacturing PMI ticks higher, beats consensus",-1,2021-09-01T10:00:30-04:00,https://seekingalpha.com/news/3736083-ism-manufacturing-pmi
21,Modest miss for PMI manufacturing index,1,2021-09-01T09:45:11-04:00,https://seekingalpha.com/news/3736071-pmi-manufacturing-index
