,HeadLine,Sentiment,Date,URL
0,Atlanta Fed estimates Q4 GDP growth at 6.6%,1,2021-10-29T13:22:00-04:00,https://seekingalpha.com/news/3760976-atlanta-fed-estimates-q4-gdp-growth-at-66
1,Bill Ackman urges Fed to taper immediately and raise rates ASAP (updated),0,2021-10-29T13:15:15-04:00,https://seekingalpha.com/news/3760973-bill-ackman-urges-fed-to-taper-immediately-and-raise-rates-asap
2,Employment cost increases by the most since series started in 2001,-1,2021-10-29T10:36:11-04:00,https://seekingalpha.com/news/3760907-employment-cost-increases-by-the-most-since-series-started-in-2001
3,Consumer confidence stays muted as inflation offsets retreating virus,-1,2021-10-29T10:17:45-04:00,https://seekingalpha.com/news/3760900-consumer-confidence-stays-muted-as-inflation-offsets-retreating-virus
4,Chicago PMI rises to 68.4 in October vs. 64.2 expected,1,2021-10-29T09:45:07-04:00,https://seekingalpha.com/news/3760879-chicago-pmi
5,Three things that could kill the tech bull market: At the Open,0,2021-10-29T09:09:52-04:00,https://seekingalpha.com/news/3760787-three-things-that-could-kill-the-tech-bull-market
6,"Personal income falls in September; inflation at 4.4%, a hair less than expected",1,2021-10-29T08:33:10-04:00,https://seekingalpha.com/news/3760797-personal-income-falls-in-september-pce-price-index-rises
7,Kansas City Fed composite index +31 in October,1,2021-10-28T11:02:48-04:00,https://seekingalpha.com/news/3760133-kansas-city-fed-composite-index-31-in-october
8,U.S. natural gas inventory build mostly in line with estimates,1,2021-10-28T10:30:49-04:00,https://seekingalpha.com/news/3760119-us-natural-gas-inventory-build-mostly-in-line-with-estimates
9,"Mortgage rates at 3.14%, purchase demand remains firm",-1,2021-10-28T10:30:07-04:00,https://seekingalpha.com/news/3760115-mortgage-rates-at-314-purchase-demand-remains-firm
10,Pending home sales unexpectedly dip in September after August's 8% jump,-1,2021-10-28T10:01:04-04:00,https://seekingalpha.com/news/3760101-pending-home-sales
11,"Biden unveils $1.75T social spending bill with free pre-K, no paid leave (updated)",0,2021-10-28T09:52:32-04:00,https://seekingalpha.com/news/3760097-biden-introduces-175t-social-spending-bill-with-universal-pre-k-no-paid-leave
12,"Biden introduces $1.75T social spending bill with universal pre-K, no paid leave",1,2021-10-28T09:27:47-04:00,https://seekingalpha.com/news/3760067-biden-introduces-175t-social-spending-bill-with-universal-pre-k-no-paid-leave
13,"Q3 GDP growth slows to 2%, inflation moderates to 5%",-1,2021-10-28T08:32:30-04:00,https://seekingalpha.com/news/3759991-q3-gdp-growth-slows-to-2-under-expectations
14,Jobless claims down 10K to 281K,-1,2021-10-28T08:30:31-04:00,https://seekingalpha.com/news/3759984-jobless-claims
