,HeadLine,Sentiment,Date,URL
0,"StepStone Group leads this week's financial gainers, while 360 DigiTech corrects",-1,2021-07-09T18:38:15-04:00,https://seekingalpha.com/news/3714125-stepstone-group-leads-this-weeks-financial-gainers-while-360-digitech-corrects
1,"Consumer spending momentum high indicates Visa, Mastercard says U.S. retail sales growing",-1,2021-07-09T13:12:13-04:00,https://seekingalpha.com/news/3714059-consumer-spending-momentum-high-indicates-visa-mastercard-says-us-retail-sales-growing
2,Some lawmakers seek tax changes after Peter Thiel amassed $5B in Roth IRA,0,2021-07-09T10:52:25-04:00,https://seekingalpha.com/news/3714013-congress-wants-to-amend-tax-policies-after-learning-about-peter-thiels-5b-roth-ira
3,"Wholesale inventories rise 1.3% in May, exceeding 1.0% estimate",1,2021-07-09T10:01:51-04:00,https://seekingalpha.com/news/3714000-wholesale-inventories-rise-13-in-may-exceeding-10-estimate
4,Mortgage forbearance plans drops below 2M for first time since last April,-1,2021-07-09T07:01:14-04:00,https://seekingalpha.com/news/3713853-active-mortgage-forbearance-plans-drops-below-2m-for-the-first-time-since-early-last-april-black-knight
5,"Consumers take on more debt in May, Federal Reserve numbers show",-1,2021-07-08T15:45:09-04:00,https://seekingalpha.com/news/3713781-consumers-take-on-more-debt-in-may-federal-reserve-numbers-show
6,"SocGen's Edwards says markets bet too early on reflation, 10-year could hit 0.5%",-1,2021-07-08T14:08:52-04:00,https://seekingalpha.com/news/3713739-markets-bet-too-early-on-relfation-10-year-could-hit-05
7,U.S. oil inventories fall for sixth straight week,-1,2021-07-08T11:00:40-04:00,https://seekingalpha.com/news/3713687-eia-petroleum-inventories
8,"Mortgage rates slips to 2.9%, lowest in five months",-1,2021-07-08T10:36:56-04:00,https://seekingalpha.com/news/3713678-mortgage-rates-slips-to-29-lowest-in-five-months
9,Natural gas prices jump on smaller than expected U.S. inventory build,0,2021-07-08T10:30:05-04:00,https://seekingalpha.com/news/3713676-natural-gas-inventory
10,Are Treasury yields sniffing out a Fed mistake?: At the Open,-1,2021-07-08T08:42:50-04:00,https://seekingalpha.com/news/3713572-are-treasury-yields-sniffing-out-a-fed-mistake
11,Jobless claims hold steady from last week,-1,2021-07-08T08:30:14-04:00,https://seekingalpha.com/news/3713589-jobless-claims
12,Where have the workers gone? Economists see Labor Day renewal,-1,2021-07-08T04:41:20-04:00,https://seekingalpha.com/news/3713510-where-have-the-workers-gone-economists-see-labor-day-renewal
13,"BlackRock upgrades European stocks to Overweight, cuts U.S. equities to Neutral",1,2021-07-07T15:42:36-04:00,https://seekingalpha.com/news/3713427-blackrock-upgrades-european-stocks-to-overweight-cuts-us-equities-to-neutral
14,White House weighs Federal Reserve picks for aligning with its policies,0,2021-07-07T15:35:15-04:00,https://seekingalpha.com/news/3713428-white-house-weighs-federal-reserve-picks-for-aligning-with-its-policies
15,Some Fed officials see quicker progress toward the taper: FOMC minutes,-1,2021-07-07T14:06:28-04:00,https://seekingalpha.com/news/3713416-some-fed-officials-see-quicker-progress-toward-paring-asset-purchases-fomc-minutes
16,U.S. rail volumes up 19% for June,1,2021-07-07T13:56:58-04:00,https://seekingalpha.com/news/3713412-us-rail-volumes-up-19-for-june
17,ECB to amend bank capital demands to prepare for stress test - Bloomberg,-1,2021-07-07T10:32:07-04:00,https://seekingalpha.com/news/3713303-ecb-to-amend-bank-capital-demands-to-prepare-for-stress-test-bloomberg
18,"Job Openings 9.209M in May, above consensus",-1,2021-07-07T10:09:28-04:00,https://seekingalpha.com/news/3713312-job-openings-9209m-in-may-above-consensus
19,"S&P 500, Dow, Nasdaq rise modestly as investors await FOMC minutes",-1,2021-07-07T09:38:12-04:00,https://seekingalpha.com/news/3713289-sp-500-dow-nasdaq-rise-modestly-as-investors-await-fomc-minutes
20,"U.S. chain store sales rise 9.4% this week, Johnson Redbook says",-1,2021-07-07T09:01:11-04:00,https://seekingalpha.com/news/3713265-us-chain-store-sales-rise-94-this-week-johnson-redbook-says
21,The 10-year Treasury yield just fell below 1.3%,-1,2021-07-07T08:53:23-04:00,https://seekingalpha.com/news/3713255-the-10-year-treasury-yield-just-fell-below-13
22,"Job market: Biden takes aim at non-competes, M&A and licensing requirements",-1,2021-07-07T07:06:23-04:00,https://seekingalpha.com/news/3713191-job-market-biden-takes-aim-at-noncompetes-ma-and-licensing-requirements
23,Falling mortgage rates fail to spur demand,-1,2021-07-07T07:00:21-04:00,https://seekingalpha.com/news/3713190-mortgage-applications
24,Janet Yellen will push for global minimum tax rate over 15% - Reuters,0,2021-07-06T14:08:55-04:00,https://seekingalpha.com/news/3713047-janet-yellen-will-push-for-global-minimum-tax-rate-over-15-reuters
25,June ISM Services index slips more than expected from May's record print,-1,2021-07-06T10:01:18-04:00,https://seekingalpha.com/news/3712933-ism-services-index-slips-more-than-expected-in-june
26,Modest miss for June PMI,1,2021-07-06T09:45:18-04:00,https://seekingalpha.com/news/3712924-june-us-pmi-composite-final
